"Date","Standard Major Group","Standard Submajor Group","Occupation","Occupation Code","Count"
2019-07-31,"Professionals","Design, Engineering, Science and Transport Professionals","Environmental Research Scientist","234313",0
2019-07-31,"Professionals","Design, Engineering, Science and Transport Professionals","Environmental Scientists nec","234399",0
2019-07-31,"Professionals","Design, Engineering, Science and Transport Professionals","Food Technologist","234212",3
2019-07-31,"Professionals","Design, Engineering, Science and Transport Professionals","Geotechnical Engineer","233212",3
2019-07-31,"Professionals","Design, Engineering, Science and Transport Professionals","Industrial Engineer","233511",3
2019-07-31,"Professionals","Design, Engineering, Science and Transport Professionals","Life Scientist (General)","234511",0
2019-07-31,"Professionals","Design, Engineering, Science and Transport Professionals","Marine Transport Professionals nec","231299",0
2019-07-31,"Professionals","Design, Engineering, Science and Transport Professionals","Mechanical Engineer","233512",6
2019-07-31,"Professionals","Design, Engineering, Science and Transport Professionals","Medical Laboratory Scientist","234611",0
2019-07-31,"Professionals","Design, Engineering, Science and Transport Professionals","Multimedia Designer","232413",3
2019-07-31,"Professionals","Design, Engineering, Science and Transport Professionals","Natural and Physical Science Professionals nec","234999",0
2019-07-31,"Professionals","Design, Engineering, Science and Transport Professionals","Other Spatial Scientist","232214",3
2019-07-31,"Professionals","Design, Engineering, Science and Transport Professionals","Production or Plant Engineer","233513",3
2019-07-31,"Professionals","Design, Engineering, Science and Transport Professionals","Quantity Surveyor","233213",6
2019-07-31,"Professionals","Design, Engineering, Science and Transport Professionals","Structural Engineer","233214",3
2019-07-31,"Professionals","Design, Engineering, Science and Transport Professionals","Surveyor","232212",0
2019-07-31,"Professionals","Design, Engineering, Science and Transport Professionals","Transport Engineer","233215",0
2019-07-31,"Professionals","Design, Engineering, Science and Transport Professionals","Veterinarian","234711",3
2019-07-31,"Professionals","Education Professionals","Early Childhood (Pre-primary School) Teacher","241111",24
2019-07-31,"Professionals","Education Professionals","Primary School Teacher","241213",15
2019-07-31,"Professionals","Education Professionals","Secondary School Teacher","241411",9
2019-07-31,"Professionals","Education Professionals","Special Needs Teacher","241511",0
2019-07-31,"Professionals","Education Professionals","University Lecturer","242111",6
2019-07-31,"Professionals","Education Professionals","Vocational Education Teacher (Aus) / Polytechnic Teacher (NZ)","242211",3
2019-07-31,"Professionals","Health Professionals","Acupuncturist","252211",0
2019-07-31,"Professionals","Health Professionals","Anaesthetist","253211",3
2019-07-31,"Professionals","Health Professionals","Cardiologist","253312",0
2019-07-31,"Professionals","Health Professionals","Clinical Haematologist","253313",0
2019-07-31,"Professionals","Health Professionals","Dentist","252312",6
2019-07-31,"Professionals","Health Professionals","Emergency Medicine Specialist","253912",0
2019-07-31,"Professionals","Health Professionals","General Practitioner","253111",0
2019-07-31,"Professionals","Health Professionals","Hospital Pharmacist","251511",0
2019-07-31,"Professionals","Health Professionals","Intensive Care Specialist","253317",0
2019-07-31,"Professionals","Health Professionals","Medical Diagnostic Radiographer","251211",3
2019-07-31,"Professionals","Health Professionals","Midwife","254111",3
2019-07-31,"Professionals","Health Professionals","Neurosurgeon","253513",3
2019-07-31,"Professionals","Health Professionals","Occupational Health and Safety Adviser","251312",0
2019-07-31,"Professionals","Health Professionals","Occupational Therapist","252411",0
2019-07-31,"Professionals","Health Professionals","Ophthalmologist","253914",0
